date,x,y
12/06/15 03:10 AM,1449371400,2.75
12/06/15 03:15 AM,1449371700,2.5
12/06/15 03:20 AM,1449372000,2.45
12/06/15 03:25 AM,1449372300,2.48
12/06/15 03:30 AM,1449372600,2.7
12/06/15 03:35 AM,1449372900,2.47
12/06/15 03:40 AM,1449373200,2.57
12/06/15 03:45 AM,1449373500,2.49
12/06/15 03:50 AM,1449373800,2.45
12/06/15 03:55 AM,1449374100,2.44
12/06/15 04:00 AM,1449374400,2.5
12/06/15 04:05 AM,1449374700,2.72
12/06/15 04:10 AM,1449375000,2.68
12/06/15 04:15 AM,1449375300,2.58
12/06/15 04:20 AM,1449375600,2.66
12/06/15 04:25 AM,1449375900,14.45
12/06/15 04:30 AM,1449376200,2.49
12/06/15 04:35 AM,1449376500,2.46
12/06/15 04:40 AM,1449376800,2.47
12/06/15 04:45 AM,1449377100,2.51
12/06/15 04:50 AM,1449377400,2.63
